brand,store,sido,gungu,address,phone
cheogajip,목행점,충주시,행정9길,충주시 행정9길 32,043-845-7987
cheogajip,입암점,강원도,강릉시,강원도 강릉시 월대산로 59,033-652-1230
cheogajip,산양점,강원도,화천군,강원도 화천군 상서면  영서로 7756-1,033-442-6389
cheogajip,포남점,강원도,강릉시,강원도 강릉시 경강로 2356번길 11,033-648-9911
cheogajip,북평점,강원,동해시,강원 동해시 오일장길 7,033-522-4999
cheogajip,함덕점,제주특별자치도,제주시,제주특별자치도 제주시 조천읍 함덕남16길 108,064-782-3383
cheogajip,고덕점,서울특별시,강동구,서울특별시 강동구 아리수로74길 35-23,02-6082-3336
cheogajip,사당2점,서울특별시,동작구,서울특별시 동작구 동작대로29나길 30,02-535-9992
cheogajip,남창점,울산광역시,울주군,"울산광역시 울주군 온양읍 솔밭1길 23-5, 1층",052-237-8292
cheogajip,문현안골점,부산광역시,남구,부산광역시 남구 문현로 63(문현동),051-637-9992
cheogajip,광안해변점,부산광역시,수영구,"부산광역시 수영구 수영로 506, 근린생활시설-2동 10호 (광안동)",051-757-6768
cheogajip,명학역점,경기도,안양시,경기도 안양시 만안구 안양로 96,031-465-0211
cheogajip,아주대점,경기도,수원시,경기도 수원시 팔달구 중부대로220번길 10,031-302-6897
cheogajip,도마교동점,경기,군포시,경기 군포시 송부로34번길 9-16,031-406-5216
cheogajip,금촌점,경기도,파주시,경기도 파주시 황골로 15,031-945-9199
cheogajip,천상점,울산광역시,울주군,"울산광역시 울주군 범서읍 천상1길 18, 104호",052-245-6645
cheogajip,영주점,부산광역시,중구,부산광역시 중구 중구로 64 (대청동4가),051-466-9995
cheogajip,고한점,강원도,정선군,강원도 정선군 고한읍 고한로 133-1,033-592-1010
cheogajip,중랑역점,서울특별시,중랑구,"서울특별시 중랑구 중랑천로 117, 가동 1층(중화동, 정광빌딩)",02-432-8999
cheogajip,은평뉴타운점,서울특별시,은평구,"서울특별시 은평구 진관3로 67, 909동 1층 상가108호(진관동, 은평뉴타운 구파발)",02-383-8292
cheogajip,하기점,대전광역시,유성구,대전광역시 유성구 송림로 44,042-825-9199
cheogajip,창5점,서울특별시,도봉구,서울특별시 도봉구 마들로 555,02-996-9292
cheogajip,신당점,서울특별시,중구,서울특별시 중구 퇴계로74길 21-5 1층 103호,0507-1346-5460
cheogajip,용곡점,충남,천안시,충남 천안시 동남구 용곡5길 39-4,041-592-9292
cheogajip,정왕1호점,경기도,시흥시,경기도 시흥시 정왕대로233번안길 3-4,031-431-3336
cheogajip,광교웰빙타운점,경기도,수원시,경기도 수원시 영통구 대학로 101,031-214-9224
cheogajip,심곡본점,경기도,부천시,경기도 부천시 경인로 190,032-661-9985
cheogajip,우정혁신점,울산광역시,중구,"울산광역시 중구 평동3길  32, 1    2층(유곡동)",052-212-9594
cheogajip,영화점,경기,수원시,경기 수원시 장안구 수성로364번길 15,031-241-0777
cheogajip,답십리점,서울특별시,동대문구,"서울특별시 동대문구 서울시립대로4길 27, 1층(전농동)",02-3390-9848
cheogajip,이동석동점,경상남도,창원시,"경상남도 창원시 진해구 이동로38번길 9, 1층(이동)",055-551-9299
cheogajip,송현점,인천광역시,동구,인천광역시 동구 수문통로 35,032-777-7734
cheogajip,별내2호점,경기,남양주시,경기 남양주시 덕송2로6번길 12-7,031-557-7036
cheogajip,의정부중앙점,경기,의정부시,경기 의정부시 평화로 608,031-841-5592
cheogajip,금당점,전남,순천시,"전남 순천시 조례못등길 85, 1층",061-722-9282
cheogajip,원주기업도시점,강원도,원주시,강원도 원주시 지정면 신지정로 300,033-744-7161
cheogajip,신례원점,충청남도,예산군,충청남도 예산군 예산읍 창신로 67,041-334-8989
cheogajip,오학점,경기도,여주시,경기도 여주시 현암3길 16,031-885-9259
cheogajip,내발산점,서울특별시,강서구,서울특별시 강서구 우장산로 19,02-3664-4820
cheogajip,월영경대점,경상남도,창원시,경상남도 창원시 마산합포구 월영북16길 19,055-247-9292
cheogajip,오창2산단점,충북,청주시,충북 청주시 청원구 오창읍 주성1길 12,043-215-7575
cheogajip,망포점,경기도,수원시,경기도 수원시 영통구 영통로 153번길 6,031-205-1002
cheogajip,고강점,경기도,부천시,경기도 부천시 수주로 21-1,032-682-9222
cheogajip,도계점,강원도,삼척시,강원도 삼척시 도계읍 도계로 324-1,0507-1435-8781
cheogajip,청라2점,인천광역시,서구,인천광역시 서구 솔빛로 55,032-561-5616
cheogajip,복정점,경기도,성남시,경기도 성남시 수정구 복정로 92-1,031-759-0680
cheogajip,중앙역점,경기도,안산시,경기도 안산시 단원구 광덕3로 243,031-401-8999
cheogajip,덕포점,부산광역시,사상구,"부산광역시 사상구 사상로342번길 40, 1층 102호 (덕포동)",051-301-5900
cheogajip,마곡점,서울특별시,강서구,서울특별시 강서구 마곡중앙4로 22,02-6956-7792
cheogajip,남해고현점,경상남도,남해군,경상남도 남해군 고현면 탑동로 54,055-863-0920
cheogajip,창선점,경상남도,남해군,"경상남도 남해군 창선면 창선로 107-1, 2층",055-867-6000
cheogajip,동금점,경상남도,사천시,경상남도 사천시 중앙로 81-1,055-835-2281
cheogajip,사천점,경상남도,사천시,경상남도 사천시 사천읍 평화2길 38,055-853-9282
cheogajip,감계점,경상남도,창원시,"경상남도 창원시 의창구 북면 동전로 15, 105호",055-293-7877
cheogajip,양지점,경기,남양주시,경기 남양주시 오남읍 진건오남로797번길 28,031-573-9282
cheogajip,장성점,전라남도,장성군,전라남도 장성군 장성읍 영천로 133-2,061-393-9289
cheogajip,신사점,서울특별시,은평구,서울특별시 은평구 신사동 40-6,02-304-7770
cheogajip,중곡역점,서울특별시,광진구,"서울특별시 광진구 긴고랑로 5, 1층(중곡동)",02-3409-8292
cheogajip,응암점,서울특별시,은평구,"서울특별시 은평구 백련산로 36, 상가동 106호(응암동, 백련산 힐스테이트 3차)",02-303-8295
cheogajip,돈암점,서울특별시,성북구,"서울특별시 성북구 아리랑로6길 4, 1층(동선동5가)",02-6489-0101
cheogajip,거여점,서울특별시,송파구,"서울특별시 송파구 거마로7길 3, 1층 101호(거여동)",02-3402-1511
cheogajip,밀양내이점,경상남도,밀양시,경상남도 밀양시 북성로4길 16,055-356-9989
cheogajip,남지점,경남,창녕군,경남 창녕군 남지읍 남지중앙로 90,055-536-7333
cheogajip,신호동점,부산광역시,강서구,부산광역시 강서구 신호산단3로 66 1층 101호,051-831-0318
cheogajip,율하2지구점,경상남도,김해시,"경상남도 김해시 율하로 479-1, 331동 1층 104호(장유동, 원메이저푸르지오)",055-327-1811
cheogajip,남부동점,경남,양산시,경남 양산시 남부동 605-1번지 106호,055-383-9133
cheogajip,세곡점,서울특별시,강남구,"서울특별시 강남구 헌릉로571길 7, 1층 103호(세곡동, 강남레체)",02-451-8989
cheogajip,오금점,서울특별시,송파구,"서울특별시 송파구 마천로 165, 1층(오금동)",02-407-1257
cheogajip,구산점,경상남도,김해시,경상남도 김해시 구산동 1083-7번지 101호,055-336-4366
cheogajip,예산점,충남,예산군,충남 예산군 예산읍 벚꽃로 155번길 43,041-335-7277
cheogajip,신창점,광주,광산구,"광주 광산구 신창로36번길 19, 1층(신창동)",062-961-9282
cheogajip,장덕점,광주,광산구,"광주 광산구 장덕로39번길 14, 1층(장덕동)",062-961-9281
cheogajip,학동방림점,광주,동구,"광주 동구 천변우로 603, 102-101(학동)",062-233-9280
cheogajip,운남점,광주,광산구,"광주 광산구 목련로 273번안길 43, 2층(운남동)",062-716-9282
cheogajip,전대점,광주,북구,"광주 북구 우치로 100번길 3-2, 1층(용봉동)",062-262-9280
cheogajip,법원점,경기도,파주시,경기도 파주시 법원읍 술이홀로 969,031-959-0101
cheogajip,옥정2호점,경기,양주시,경기 양주시 옥정동로5나길 119,031-858-9901
cheogajip,전주혁신점,전주시,덕진구,전주시 덕진구 중동 오정2길3,063-222-9283
cheogajip,수서점,서울특별시,강남구,서울특별시 강남구 광평로56길 8-9,02-3411-3383
cheogajip,석전점,경상남도,창원시,경상남도 창원시 마산회원구 석전북2길 43,055-253-3138
cheogajip,등촌점,서울특별시,강서구,서울특별시 강서구 양천로 400-12,02-6967-1799
cheogajip,행당점,서울특별시,성동구,"서울특별시 성동구 행당로 76, 1층 117호(행당동, 행당한진타운 단지상가)",02-2299-8292
cheogajip,북정점,경상남도,양산시,"경상남도 양산시 북정중앙로 37, 1층 일부 (북정동)",055-381-7792
cheogajip,성안점,울산광역시,중구,"울산광역시 중구 함월22길 25, 102호(성안동, 성안청구타운아파트)",052-246-0370
cheogajip,모래내시장점,인천광역시,남동구,인천광역시 남동구 구월말로 69-19,032-465-6111
cheogajip,반송점,부산광역시,해운대구,"부산광역시 해운대구 반송로924번길 15, 1증(반송동)",051-545-7292
cheogajip,한림점,제주시,한림읍,"제주시 한림읍 한림상로 204,1층",064-796-9984
cheogajip,동구서부점,울산광역시,동구,울산광역시 동구 명덕3길 6 (서부동),052-232-6625
cheogajip,양주대동상가점,경상남도,양산시,"경상남도 양산시 양주로 156, 123동 1층 106호(중부동,대동황토방아파트)",055-382-2662
cheogajip,전포동성점,부산광역시,부산진구,부산광역시 부산진구 동성로 30길 4,051-804-2003
cheogajip,물금가촌점,양산시,물금읍,"양산시 물금읍 물금로 57, 상가2동 1층 109호(양산 이지더원 5차 아파트)",055-385-9982
cheogajip,서원시장점,부산광역시,동래구,"부산광역시 동래구 안락로 20, 1층",051-523-9995
cheogajip,난곡점,서울특별시,관악구,서울특별시 관악구 난우길 47,02-6952-9990
cheogajip,풍덕천점,경기도,용인시,경기도 용인시 수지구 풍덕천로160번길 5-1,031-262-9995
cheogajip,월피점,경기,안산시,경기 안산시 상록구 광덕산2로 18,031-411-5799
cheogajip,동탄목동점,경기도,화성시,경기도 화성시 동탄순환대로20길 70,031-8077-9696
cheogajip,국수점,경기,양평군,경기 양평군 양서면 경강로 1015,031-774-9288
cheogajip,김화점,강원도,철원군,강원도 철원군 김화읍 김화로 635,033-458-5572
cheogajip,주엽점,경기,고양시,경기 고양시 일산서구 강선로 33,031-921-7292
cheogajip,식사점,경기,고양시,경기 고양시 일산동구 위시티4로 80,031-963-8787
cheogajip,지금점,경기,남양주시,경기 남양주시 다산지금로 124-82,031-553-2597
cheogajip,행신장미점,경기,고양시,경기 고양시 덕양구 행신로143번길 123,031-971-7779
cheogajip,운정2호점,경기,파주시,경기 파주시 산내로104번길 14-8,031-941-9233
cheogajip,복천점,부산광역시,동래구,부산광역시 동래구 동래로 137-14(복천동),051-743-0433
cheogajip,덕소점,경기,남양주시,경기 남양주시 와부읍 덕소로 177,031-577-9977
cheogajip,고색점,경기도,수원시,경기도 수원시 권선구 매송고색로 691번길 6(고색동),031-292-8777
cheogajip,수성점,대구광역시,수성구,"대구광역시 수성구 수성로53길 20, 1층",053-768-5222
cheogajip,민락수변공원점,부산광역시,수영구,"부산광역시 수영구 광안해변로326번길 32, 1층 102호 (민락동, e편한세상오션테라스3단지)",051-753-9282
cheogajip,상일점,서울특별시,강동구,서울특별시 강동구 천호대로 219번길 74,02-441-7077
cheogajip,석수점,경기도,안양시,경기도 안양시 만안구 석천로 168,031-471-2959
cheogajip,운정3호점,경기,파주시,경기 파주시 가람로 51번길 26-30,031-941-9282
cheogajip,교문점,경기,구리시,경기 구리시 이문안로 9-1,031-566-9812
cheogajip,밀양무안점,경상남도,밀양시,경상남도 밀양시 무안면 사명로 503,055-353-9929
cheogajip,밀양구기점,경상남도,밀양시,경상남도 밀양시 청도면 청도로 111,055-352-9994
cheogajip,송현점,대구광역시,달서구,대구광역시 달서구 송현로 103,053-631-2338
cheogajip,세천점,대구광역시,달성군,대구광역시 달성군 다사읍 세천로10길 15-7,053-584-9995
cheogajip,하양점,경상북도,경산시,"경상북도 경산시 하양읍 문화로 12,2층",053-851-7599
cheogajip,광명1호점,경기도,광명시,경기도 광명시 오리로 1023,02-2688-7272
cheogajip,십정점,인천광역시,부평구,인천광역시 부평구 배곶로 77,032-422-7548
cheogajip,범어신도시점,경상남도,양산시,"경상남도 양산시 물금읍 범구1길 21, 2층 201호",055-386-7717
cheogajip,흑석점,서울특별시,동작구,서울특별시 동작구 현충로52,02-824-9001
cheogajip,호구포역점,인천광역시,남동구,인천광역시 남동구 논현로 40,032-429-9288
cheogajip,서석점,강원도,홍천군,강원도 홍천군 서석면 구룡령로 2532,033-433-4437
cheogajip,삼산본동점,울산광역시,남구,울산광역시 남구 남중로 76 (삼산동),052-227-9246
cheogajip,하계점,서울시,노원구,"서울시 노원구 공릉로58길 176, 상가동 101호(하계동, 우방아파트)",02-948-4500
cheogajip,구의광장점,서울시,광진구,"서울시 광진구 광나루로 545, 상강 제A동 1층 2호",02-444-9238
cheogajip,제기점,서울시,동대문구,서울시 동대문구 고산자로 56길 20,02-960-7270
cheogajip,독립문점,서울시,종로구,서울시 종로구 사직로 11,02-730-2690
cheogajip,광운대점,서울시,성북구,서울시 성북구 장위로 49길 1-1(장위동),02-913-1292
cheogajip,녹번점,서울시,은평구,서울시 은평구 통일로 649(녹번동),02-356-7174
cheogajip,양곡점,경기도,김포시,경기도 김포시 양촌읍 양곡2로30번길 7-23,031-8049-7122
cheogajip,고덕1호점,경기도,평택시,경기도 평택시 고덕면 고덕여염 11길 114,031-665-9285
cheogajip,삼양점,서울특별시,강북구,서울특별시 강북구 삼양로54길 7,02-986-6337
cheogajip,동서변점,대구광역시,북구,대구광역시 북구 환성정길7,053-285-4005
cheogajip,화진점,경상북도,포항시,경상북도 포항시 북구 송라면 동해대로3218번길 35,054-256-8383
cheogajip,울릉도점,경상북도,울릉군,경상북도 울릉군 울릉읍 울릉순환로 212-21,054-791-6569
cheogajip,하단가락타운점,부산광역시,사하구,"부산광역시 사하구 동매로 35, 1층(하단동)",051-206-6108
cheogajip,산본역점,경기도,군포시,경기도 군포시 산본동 1142-6,031-391-5055
cheogajip,상남점,경상남도,창원시,경상남도 창원시 성산구 상남로 107 메종드테라스,055-262-0426
cheogajip,미조점,경상남도,남해군,경상남도 남해군 미조면 미조로236번길 25,055-867-1280
cheogajip,칠암점,경상남도,진주시,경상남도 진주시 진주대로856번길 5,055-758-0119
cheogajip,중앙여좌점,경상남도,창원시,경상남도 창원시 진해구 중원로 10,055-543-2474
cheogajip,진주혁신도시점,경상남도,진주시,경상남도 진주시 충의로 20-16,055-763-4868
cheogajip,나주점,전라남도,나주시,전라남도 나주시 나주천2길 72,061-332-9281
cheogajip,모라점,부산광역시,사상구,부산광역시 사상구 백양대로 906,051-312-9279
cheogajip,동남지구점,충청북도,청주시,충청북도 청주시 상당구 중고개로 104 309동,043-291-7773
cheogajip,치평점,광주광역시,서구,광주광역시 서구 상무대로 739,062-385-9282
cheogajip,상주점,경상남도,남해군,경상남도 남해군 상주면 남해대로 696,055-863-4743
cheogajip,관산내유점,경기,고양시,경기 고양시 덕양구 동헌로 3번길 3,031-964-9989
cheogajip,구월아시아드점,인천광역시,남동구,인천광역시 남동구 구월동 1542-2,032-471-9282
cheogajip,동천점,경기도,용인시,경기도 용인시 수지구 수풍로 117번길 2-6,031-261-4777
cheogajip,가락점,서울,송파구,서울 송파구 가락동 82-6,02-407-5050
cheogajip,도화점,인천광역시,미추홀구,인천광역시 미추홀구 숙골로 116,032-872-8892
cheogajip,위례역점,경기도,성남시,경기도 성남시 수정구 위례광장로 27,031-756-6888
cheogajip,매곡.삼각점,광주,북구,광주 북구 매곡로 63(매곡동),062-573-9282
cheogajip,염주점,광주,서구,광주 서구 염화로40번길 201-1,062-225-9282
cheogajip,서판교점,경기,성남시,경기 성남시 분당구 운중로 129,070-4242-5566
cheogajip,송파장지점,서울,송파구,서울 송파구 새말로6길 24-33,02-407-6699
cheogajip,서귀포신시가지점,제주도,서귀포시,"제주도 서귀포시 서호중로 47, 지하1층",064-739-9279
cheogajip,오목교점,서울특별시,양천구,서울특별시 양천구 목동서로 291 1층 106-1호(신정동),02-2645-9982
cheogajip,팽성점,경기도,평택시,경기도 평택시 팽성읍 안정순환로 142,031-651-9939
cheogajip,위례중앙점,서울,송파구,서울 송파구 장지동 896,02-400-7288
cheogajip,성남점,울산광역시,중구,"울산광역시 중구 중앙길 118, 1층 (성남동)",052-245-7245
cheogajip,호평점,경기,남양주시,"경기 남양주시 늘을2로 96, 호평마을대주파크빌 상가 109호",031-591-9285
cheogajip,남면점,경상북도,김천시,경상북도 김천시 천동길 303-5,054-439-8809
cheogajip,죽도점,경상북도,포항시,경상북도 포항시 북구 대해로 15,054-281-5001
cheogajip,금장현곡점,경상북도,경주시,경상북도 경주시 현곡면 금장5길 34-15,054-772-9909
cheogajip,관음점,대구광역시,북구,대구광역시 북구 칠곡중앙대로 429,053-314-7811
cheogajip,이곡신당점,대구광역시,달서구,대구광역시 달서구 선원로37길 20,053-582-9282
cheogajip,동성로점,대구광역시,중구,대구광역시 중구 국채보상로123길 23,053-428-5010
cheogajip,유강점,경상북도,포항시,경상북도 포항시 남구 연일읍 유강길 17,054-277-5995
cheogajip,봉덕점,대구광역시,남구,대구광역시 남구 봉덕로21길 53-3,053-471-8249
cheogajip,노원점,대구광역시,북구,"대구광역시 북구 침산남로7길 50-21,상가동 103호",053-356-6161
cheogajip,동탄새강마을점,경기도,화성시,경기도 화성시 반송동 155-6,031-8003-9995
cheogajip,평택용이점,경기도,평택시,경기도 평택시 용이동 452-20,031-655-8919
cheogajip,구영점,울산광역시,울주군,울산광역시 울주군 범서읍 798-1 102호,052-212-9211
cheogajip,미사강변점,경기도,하남시,경기도 하남시 망월동 976-3,031-796-9997
cheogajip,오송점,충북,청주시,충북 청주시 흥덕구 오송읍 만수리 546,043-235-8292
cheogajip,외도하귀점,제주,제주시,"제주 제주시 우령서로 16, 1층",064-744-3404
cheogajip,킨텍스점,경기,고양시,경기 고양시 일산서구 킨텍스로 217-21,031-917-9249
cheogajip,연수2점,인천광역시,연수구,인천광역시 연수구 샘말로 87번길 7-6,032-811-6062
cheogajip,성복역점,경기도,용인시,경기도 용인시 수지구 성복2로 51 A동,031-889-9815
cheogajip,곤지암점,경기,광주시,경기 광주시 곤지암읍 평촌길 35-11,031-763-7856
cheogajip,강상점,경기도,양평군,경기도 양평군 강상면 강남로 913번길 1,031-771-3199
cheogajip,중산점,경기도,고양시,"경기도 고양시 일산동구 탄중로 311-16, 101호",031-915-0813
cheogajip,장곡점,경기도,시흥시,경기도 시흥시 장곡로 49번길 5-1.1층 101호(장곡동),031-506-0232
cheogajip,주촌신도시점,경상남도,김해시,"경상남도 김해시 주촌면 선천남로 13, 2층",055-329-9990
